Computer Science,"Response of soybean and corn to halauxifen-methyl. Preplant (PP) herbicide applications are an important tool within an integrated weed management system, specifically in no-till production. An understanding of crop tolerance regarding PP applications is important for effectively integrating a new herbicide into no-till cropping systems. Twelve field trials (six in corn and six in soybean) were conducted over a 2-yr period (2018 and 2019) near Exeter and Ridgetown, ON. The purpose of these studies was to evaluate the tolerance of soybean and corn to halauxifen-methyl applied PP, PRE, or POST at the registered rate (5 g a.i. ha(-1)) and twice the registered rate (10 g a.i. ha(-1)), hereafter referred to as the 1x and 2x rate, respectively. All trials were kept weed-free throughout the growing season to remove the confounding effect of weed interference. Halauxifen-methyl applied 14 d preplant (DPP), 7 DPP, 1 DPP, and 5 d after seeding (DAS) at the 1x and 2x rates caused <= 10% visible soybean injury. In contrast, halauxifen-methyl applied POST (cotyledon-unifoliate stage, VE-VC) caused 67% to 87% visible soybean injury, a 50% to 53% reduction in height, 65% to 81% decrease in population, 56% to 67% lower biomass, and 53% to 63% decline in yield. Halauxifen-methyl applied 10 DPP, 5 DPP, 1 DPP, 5 DAS, and POST (spike-one leaf stage, VE-V1) at the 1x and 2x rate caused <= 3% visible corn injury and caused no effect on corn height or biomass. Halauxifen-methyl applied at VE-V1 at the 2x rate reduced corn yield 10%. Based on these studies, the current application restriction of 7 DPP in soybean and 5 DPP in corn is conservative and could be expanded. Expanding the application window of halauxifen-methyl would increase the utility of this herbicide for producers."
Computer Science,"An exceptional irradiance-induced decrease of light trapping in two Tradescantia species: an unexpected relationship with the leaf architecture and zeaxanthin-mediated photoprotection. Leaf anatomy and irradiance-dependent leaf transmittance changes serving as irradiance acclimation mechanisms in leaves were studied in two ecologically contrasting Tradescantia species, a shade plant T. fluminensis Vell. and a sun plant T. sillamontana Matuda, grown at different irradiances. A dramatic increase in leaf thickness (2 to 4-fold) under a high growth irradiance (800 mu mol m(-2) s(-1)) compared with a low growth irradiance (60 mu mol m(-2) s(-1)), achieved mainly by expansion of the epidermis, was recorded in both species. The effect took place on the background of modest changes in mesophyll thickness (1.8-fold in T. fluminensis and 1.15-fold in T. sillamontana) and chloroplast size (0.8-fold in T. fluminensis and an insignificant change in T. sillamontana). Mesophyll structure and growth irradiance response did not seem to facilitate significantly light-dependent chloroplast (avoidance) movement in these species. Nevertheless, an exceptionally large (2 to 4-fold) irradiance-induced increase in light transmittance attributable to chloroplast avoidance movement was revealed. This increase by far exceeded that in other higher plants according to available literature. The magnitude of the irradiance-dependent transmittance changes positively correlated both with the rate of photosystem II recovery and with the extent of xanthophyll deepoxidation in the leaves. This was opposite to a negative correlation observed between the same parameters in different plant species. We hypothesize that, at the evolutionary timescale, chloroplast avoidance movement might adjust independently from other photoprotective mechanisms, e.g., non-photochemical quenching, whereas, on the ontogenetic timescale, adjustment of these mechanisms inevitably follows the same trend."
Computer Science,Airflow and concentration characterisation and ammonia mass transfer modelling in wind tunnel studies. Ammonia mass transfer was modelled by investigating the airflow characteristics above ammonia release surfaces in a wind tunnel and evaluating the effect of wind tunnel dimensions on ammonia emission and the mass transfer process A laboratory experiment was conducted using a 0 35 x 0 35 m(2) cross section wind tunnel at 0 1-04 m s(-1) mean wind velocities and 11%-30% reference turbulence intensities A 0 1 m thick ammonia concentration boundary layer and 003-0 1 m thick wind velocity boundary layers were observed at the tested velocities and turbulence intensities Increases in wind velocity did not significantly affect ammonia concentration profiles but they reduced tunnel outlet ammonia concentrations and increased emissions An inverse relationship between turbulence intensities and wind velocity was also observed The highest turbulence intensities were located close to the ammonia release surface where wind velocities were the lowest An ammonia mass transfer coefficient model was developed as a function of wind velocity and turbulence intensity Comparisons with two similar studies revealed that characteristics of wind velocity and ammonia emission were significantly affected by wind tunnel geometric dimensions (C) 2010 IAgrE Published by Elsevier Ltd All rights reserved
Computer Science,"Combined effect of sodium polyphosphate and smoking on quality parameters of fish (Capoeta umbla) sausage. Improving food quality is one the major issues for the food processing industry. Since food produced from fish spoils quickly, it obviously cannot be kept for an extended time. The aim of the present study was to determine the effects of sodium polyphosphate and smoking on the shelf life of fish sausage that was produced from Capoeta umbla and stored at 4 1 C. Therefore, we designed four groups: control group (A), which used neither sodium polyphosphate nor smoking; and treatment groups that used only sodium polyphosphate (group B), smoking (group C) and a combination of sodium polyphosphate and smoking (group D). The shelf life of fish sausage in each group was evaluated according to microbiological (total mesophilic and psychrotrophic bacteria, lactic acid bacteria, yeasts and molds), chemical (pH, thi obarbituoric acid and total volatile basic nitrogen) and sensory analysis. The shelf life of groups A, B, and C was determined as 42 days, while the shelf life of group D was 56 days. Thus, we found significant differences between group D and the other two treatment groups, B and C (p<0.05). The findings of the present study indicated that the combination of sodiumpolyphosphate+smoking showed a positive ability to extend the shelf life of fish sausage."
Computer Science,"Interaction of clethodim with pyrithiobac and bromoxynil applied in low volume. Greenhouse and field studies were conducted to determine the interaction of clethodim sprayed in low volume with pyrithiobac or bromoxynil and to determine the influence of these mixtures on large crabgrass control. A low-volume, air-assisted spraying system was calibrated to deliver 26 L/ha and was compared to a conventional hydraulic fan spraying system calibrated to deliver 140 L/ha. Greenhouse data indicated that carrier volume had no effect on large crabgrass control with clethodim. The addition of pyrithiobac to clethodim in mixture was antagonistic compared to control with clethodim applied alone. The addition of bromoxynil to clethodim in mixture was synergistic. Field studies showed similar results."
Computer Science,"Enhancement impact of Moringa oleifera leaves extract-base extender on cryopreservation and fertilization of Barki ram sperms: comparative study with vitamin E and selenium combination. This study evaluated the impacts of inclusion of Moringa Oleifera leaves extract (MOLE) in semen extender on rams cryopreserved semen quality and fertilization potential. Forty ejaculates were collected from eight fertile Barki rams, pooled and divided into five groups. The semen extender of the control group was without additives. The semen extender of the second and third groups was supplemented with MOLE at doses of 300 and 600 mu g/mL, respectively. The semen extender of the fourth and fifth groups was supplemented with a combination of vitamin E and selenium at doses of 2.5 and 5 mu g/mL, respectively. One hundred ten multiparous Barki ewes were artificially inseminated with the semen supplemented without or with MOLE or vitamin E and selenium combination. Inclusion of MOLE in semen extender significantly elevated the motility, viability index, membrane integrity and fertilization capacity of the post-thawed spermatozoa, as well as the activities of semen catalase, total antioxidant capacity, superoxide dismutase, glutathione peroxidase, and glutathione reductase. However, it significantly decreased acrosomal defects and DNA fragmentation of spermatozoa, the activities of semen alkaline and acid phosphatase and the concentration of malondialdehyde compared with the other groups. Similarly, vitamin E and selenium significantly improved the above-mentioned parameters compared to those of the control group. This study indicated that inclusion of MOLE to semen extender improved the quality and fertility of the post-thawed rams' semen through enhancing the activities of the antioxidant enzyme system and decreasing the spermatozoa DNA fragmentation and lipid peroxidation."
Computer Science,"Art Galleries in Transformation: Is COVID-19 Driving Digitisation?. Compared to other consumer goods markets, art galleries have long been reluctant to innovate through digitisation. However, the global outbreak of COVID-19 forces art galleries to reconsider the role of digital channels. This study aims to provide a better understanding of the art gallery business model and its related difficulties of integrating digital channels into marketing, communication, and sales. Twenty interviews with gallery owners and managers in Vienna and Salzburg were conducted. They were asked about their attitudes towards, opinions on, and experiences with digital channels, and how they reacted to the restrictions caused by COVID-19. The findings verify that COVID-19 has led galleries of any type to reconsider their digital strategy. We identified limitations with respect to digital channels: plain presentation of information online; lacking or distanced personal interaction; online anonymity that disconnects from the social art environment; increased information and price transparency; a more commercial appearance; limited resources for digital adaptations. Galleries striving to integrate digital channels into their business model should pay attention to ensuring that analogue, as well as digital, channels are integrated into a coherent system where personal contact and the physical location remain the core of the business."
Computer Science,"Tolerance of winter wheat (Triticum aestivum L.) to pre-emergence and post-emergence application of saflufenacil. Saflufenacil is a new herbicide being developed for pre-plant burndown for non-selective removal of broadleaf weeds and pre-emergence (PRE) broadleaf weed control in field crops, including maize, soybean, sorghum and wheat. As part of studying the potential use pattern of this herbicide, four field studies were conducted in 2006 and 2007 at Concord, northeast Nebraska, to determine winter wheat tolerance to PRE and post-emergence (POST) applications of saflufenacil. The fall POST applications were conducted at the 2-3 leaf stage (5 cm height) whereas the spring POST and tank-mixes studies were sprayed at the 4th node stage (40 cm height) of crop. Dose-response curves based on log-logistic model were used to determine the ED (effective dose) values of saflufenacil for visual ratings of crop injury and relative yield. There was no crop injury or yield reduction with PRE applied saflufenacil dose of up to 400 g a.i. ha(-1). However, there was significant crop injury in the POST applications in the fall (up to 95%) and in the spring (up to 67%). There was also yield reduction of as much as 66% in the fall and 58% in the spring POST applications. Addition of adjuvants also increased crop injury levels. For example, at 14 days after treatment in the fall applications, about 5% visual crop injury (ED5) was evident with 82, 67 and 10 g a.i. ha(-1) of saflufenacil compared with 51, 30 and 11 g a.i. ha(-1) in the spring, with no adjuvant, or nonionic surfactant (NIS), or crop oil concentrate (COC), respectively. Saflufenacil at half the proposed used dose of 25 g a.i. ha(-1) was safe to mix with the currently used POST herbicides of wheat with no visible crop injury and yield reduction. PRE applications of saflufenacil would be safe for use in winter wheat; however, the POST application of saflufenacil alone or with the adjuvant NIS or COC produces unacceptable injury and yield loss. These results are similar to the proposed PRE use pattern of saflufenacil. In addition, the proposed label does not suggest the POST use of saflufenacil in winter wheat, or any other cereal crops, which is similar to what we have concluded from this study. (C) 2009 Elsevier Ltd. All rights reserved."
Computer Science,"Formulation and processing of a heat stable calcium-fortified soy milk. Calcium-fortified soy milk (200 mg/100g) was formulated by adding to water (85-90 degrees C) full-fat soy flour (10%), sucrose (2.75%) and soy protein isolate (2.25%). Following homogenization, the blend was twice clarified and pasteurized at 65 degrees C/30 min before refrigeration Samples of the soy milk (45 degrees C) were adjusted to pH 8 before adding calcium lactogluconate (1.55%) and varying amounts of sodium hexametaphosphate or potassium citrate. Samples with 1.25% potassium citrate had the best heat stability. For successful calcium fortification, it is recommended to maintain a calcium-to-protein ratio < 38 mg/g and to use an appropriate sequestering agent at a molar ratio of 0.8/mole calcium."
Computer Science,"Exploring net political craft: From collective to connective. This article specifically examines the 'Counterfeit Crochet' project of artist Stephanie Syjuco whose works were exhibited at the show, to see how she uses networked craft as a critical tool for investigating contemporary modes of political power, globalized production, consumerism and DIY activism.An exhibition and series of workshops at the Jonkoping County Museum, Sweden, set out to examine the new household tactics of the global popular crafts and the transversal movements of critical engagement, re-examining household production, craftivism and critical design.What happens at the borders between design and craft today, when a new generation of makers trespass and extend across this raft, to combine post-industrial design, open source shared engagement and net political craft?Craft and design has had a dialectical history since early modernism, where craft often sided with the romanticism of the 'arts and craft movement', while design became primarily market-led and allied with mass production, industrialism and consumerism. This conflict, which deepened through the twentieth century, is now exhibiting signs of reconciliation."
